Loading pretrained model... done
Testing... average test_loss = 7.1997453351198, average test_pred_err = 0.499
Iteration no. 1, lr = 2, attribute lr =0.02, average batch_loss = 8.0206241799606, Training Error = 0.48828125
Iteration no. 253, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.57958412168263, Training Error = 0.322265625
Iteration no. 254, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.55268675479371, Training Error = 0.294921875
Iteration no. 255, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.53310405960782, Training Error = 0.265625
Iteration no. 256, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.54262960678438, Training Error = 0.259765625
Iteration no. 257, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.5623821267014, Training Error = 0.29296875
Iteration no. 258, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.54569024762758, Training Error = 0.28515625
Iteration no. 259, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.55491848785754, Training Error = 0.296875
Iteration no. 260, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.55452978131902, Training Error = 0.287109375
Iteration no. 261, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.58367850476308, Training Error = 0.345703125
Iteration no. 262, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.52364968540644, Training Error = 0.2734375
Iteration no. 263, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.54498736926417, Training Error = 0.294921875
Iteration no. 264, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.50733545217739, Training Error = 0.251953125
Iteration no. 265, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.53067553019089, Training Error = 0.251953125
Iteration no. 266, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.55198983057795, Training Error = 0.30078125
Iteration no. 267, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.54129361123671, Training Error = 0.29296875
Iteration no. 268, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.54878739982651, Training Error = 0.28125
Iteration no. 269, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.54944575646706, Training Error = 0.291015625
Iteration no. 270, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.55255113492913, Training Error = 0.2734375
Iteration no. 271, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.54760680719356, Training Error = 0.26171875
Iteration no. 272, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.58420420586122, Training Error = 0.328125
Iteration no. 273, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.53487627408959, Training Error = 0.2734375
Iteration no. 274, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.55211824118582, Training Error = 0.279296875
Iteration no. 275, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.53293403462947, Training Error = 0.26953125
Iteration no. 276, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.53915601010426, Training Error = 0.265625
Iteration no. 277, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.54368116201006, Training Error = 0.283203125
Iteration no. 278, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.57060936074743, Training Error = 0.306640625
Iteration no. 279, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.56771856662817, Training Error = 0.310546875
Iteration no. 280, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.52244294735046, Training Error = 0.267578125
Iteration no. 281, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.53544170711756, Training Error = 0.259765625
Iteration no. 282, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.54658616276127, Training Error = 0.287109375
Iteration no. 283, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.55052596449022, Training Error = 0.294921875
Iteration no. 284, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.53589747334929, Training Error = 0.26953125
Iteration no. 285, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.50531831951227, Training Error = 0.2734375
Iteration no. 286, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.54567839740232, Training Error = 0.287109375
Iteration no. 287, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.53352958414711, Training Error = 0.26953125
Iteration no. 288, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.53181389248111, Training Error = 0.287109375
Iteration no. 289, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.5190352077473, Training Error = 0.251953125
Iteration no. 290, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.55071978829334, Training Error = 0.298828125
Iteration no. 291, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.5419054781088, Training Error = 0.279296875
Iteration no. 292, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.51538366342317, Training Error = 0.25
Iteration no. 293, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.54257132117627, Training Error = 0.279296875
Iteration no. 294, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.52183663706501, Training Error = 0.251953125
Iteration no. 295, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.55588521559224, Training Error = 0.2890625
Iteration no. 296, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.50202202080995, Training Error = 0.2265625
Iteration no. 297, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.52796708552012, Training Error = 0.271484375
Iteration no. 298, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.54255677667421, Training Error = 0.28125
Iteration no. 299, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.55323952188303, Training Error = 0.283203125
Iteration no. 300, lr = 0.98, attribute lr =0.0098, average batch_loss = 0.55759677597102, Training Error = 0.27734375
Testing... average test_loss = 0.855881005181, average test_pred_err = 0.459
Snapshotting C_model... done
Iteration no. 301, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.54165902094859, Training Error = 0.26953125
Iteration no. 302, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.55009405699071, Training Error = 0.2734375
Iteration no. 303, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.54650698675142, Training Error = 0.283203125
Iteration no. 304, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.5122275832385, Training Error = 0.259765625
Iteration no. 305, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.54896064609749, Training Error = 0.29296875
Iteration no. 306, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.55068796433653, Training Error = 0.306640625
Iteration no. 307, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.54801106763926, Training Error = 0.28125
Iteration no. 308, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.55578642711017, Training Error = 0.30078125
Iteration no. 309, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.52929236853361, Training Error = 0.265625
Iteration no. 310, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.55633905040556, Training Error = 0.294921875
Iteration no. 311, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.52869797426186, Training Error = 0.267578125
Iteration no. 312, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.54943407858376, Training Error = 0.271484375
Iteration no. 313, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.51356519392937, Training Error = 0.2734375
Iteration no. 314, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.50684649887241, Training Error = 0.26171875
Iteration no. 315, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.54987364129445, Training Error = 0.28515625
Iteration no. 316, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.54047342675872, Training Error = 0.28515625
Iteration no. 317, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.5365485646814, Training Error = 0.28515625
Iteration no. 318, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.5225133019838, Training Error = 0.248046875
Iteration no. 319, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.52967119916495, Training Error = 0.28125
Iteration no. 320, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.52261185673152, Training Error = 0.279296875
Iteration no. 321, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.53083785206328, Training Error = 0.279296875
Iteration no. 322, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.50438874972103, Training Error = 0.25
Iteration no. 323, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.56011749204512, Training Error = 0.3046875
Iteration no. 324, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.52931599640037, Training Error = 0.259765625
Iteration no. 325, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.53751473652317, Training Error = 0.283203125
Iteration no. 326, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.5355009697721, Training Error = 0.26953125
Iteration no. 327, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.53119731282702, Training Error = 0.291015625
Iteration no. 328, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.51559558014419, Training Error = 0.24609375
Iteration no. 329, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.51807561220863, Training Error = 0.263671875
Iteration no. 330, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.52657564735239, Training Error = 0.265625
Iteration no. 331, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.53014014078781, Training Error = 0.28515625
Iteration no. 332, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.55707962001916, Training Error = 0.30859375
Iteration no. 333, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.56664896703123, Training Error = 0.296875
Iteration no. 334, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.55034974109511, Training Error = 0.29296875
Iteration no. 335, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.55320129321588, Training Error = 0.27734375
Iteration no. 336, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.549564240108, Training Error = 0.28515625
Iteration no. 337, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.51277908553035, Training Error = 0.25390625
Iteration no. 338, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.56355046432688, Training Error = 0.28515625
Iteration no. 339, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.53004623788317, Training Error = 0.279296875
Iteration no. 340, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.52825473238538, Training Error = 0.275390625
Iteration no. 341, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.55270391353294, Training Error = 0.30078125
Iteration no. 342, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.549557958934, Training Error = 0.291015625
Iteration no. 343, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.54819338310008, Training Error = 0.271484375
Iteration no. 344, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.53883935484493, Training Error = 0.2890625
Iteration no. 345, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.50749779783669, Training Error = 0.2578125
Iteration no. 346, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.5379882871178, Training Error = 0.283203125
Iteration no. 347, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.53228202394794, Training Error = 0.255859375
Iteration no. 348, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.49926901076137, Training Error = 0.263671875
Iteration no. 349, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.52219742825474, Training Error = 0.291015625
Iteration no. 350, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.53260811577841, Training Error = 0.28125
Testing... average test_loss = 0.89962086803857, average test_pred_err = 0.49
Iteration no. 351, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.50069328366803, Training Error = 0.25
Iteration no. 352, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.5427751721235, Training Error = 0.291015625
Iteration no. 353, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.5465433109201, Training Error = 0.310546875
Iteration no. 354, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.56033325457326, Training Error = 0.306640625
Iteration no. 355, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.53988302597136, Training Error = 0.28515625
Iteration no. 356, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.51893640221904, Training Error = 0.248046875
Iteration no. 357, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.52920811780092, Training Error = 0.271484375
Iteration no. 358, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.53851431550573, Training Error = 0.30078125
Iteration no. 359, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.57075842061714, Training Error = 0.3125
Iteration no. 360, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.5309629472735, Training Error = 0.287109375
Iteration no. 361, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.49139436152141, Training Error = 0.240234375
Iteration no. 362, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.508132954056, Training Error = 0.267578125
Iteration no. 363, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.53535356574102, Training Error = 0.291015625
Iteration no. 364, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.50224078880874, Training Error = 0.25
Iteration no. 365, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.51749648344919, Training Error = 0.283203125
Iteration no. 366, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.55407883576739, Training Error = 0.29296875
Iteration no. 367, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.53580362068019, Training Error = 0.263671875
Iteration no. 368, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.56785544105525, Training Error = 0.275390625
Iteration no. 369, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.50999343808531, Training Error = 0.259765625
Iteration no. 370, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.55508993749338, Training Error = 0.28515625
Iteration no. 371, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.52788594710141, Training Error = 0.2734375
Iteration no. 372, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.5262430471066, Training Error = 0.267578125
Iteration no. 373, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.54635678223491, Training Error = 0.28125
Iteration no. 374, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.53284854654966, Training Error = 0.267578125
Iteration no. 375, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.51197122023858, Training Error = 0.2578125
Iteration no. 376, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.50778943969483, Training Error = 0.248046875
Iteration no. 377, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.53501711594746, Training Error = 0.267578125
Iteration no. 378, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.52041536006999, Training Error = 0.263671875
Iteration no. 379, lr = 0.686, attribute lr =0.00686, average batch_loss = 0.54716155333296, Training Error = 0.296875
